<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
МТС-ао;D;20180913;000000;257,9;267;257,9;264,5;3523660;0
МТС-ао;D;20180914;000000;264,55;267,5;262,55;266;1212200;0
МТС-ао;D;20180917;000000;266,9;277,85;265,45;276,65;3102520;0
МТС-ао;D;20180918;000000;276,35;279,15;272,6;279,15;3067930;0
МТС-ао;D;20180919;000000;278,2;278,7;271,6;275,55;2841040;0
МТС-ао;D;20180920;000000;275;277,5;271,3;271,65;5308920;0
МТС-ао;D;20180921;000000;271,9;276,65;270,5;276,65;2211880;0
МТС-ао;D;20180924;000000;275,55;276,6;274,2;274,75;1074180;0
МТС-ао;D;20180925;000000;275,5;275,7;272,7;274,05;1011110;0
МТС-ао;D;20180926;000000;275;275,1;269,6;269,9;1363670;0
МТС-ао;D;20180927;000000;270,85;275,7;269,25;273,1;1625510;0
МТС-ао;D;20180928;000000;273,25;273,35;270,6;272,5;1182270;0
МТС-ао;D;20181001;000000;272,75;275,7;271,25;274,7;1199710;0
МТС-ао;D;20181002;000000;275;275,5;272,35;272,55;1537590;0
МТС-ао;D;20181003;000000;273,95;279,5;273,15;276,3;2969500;0
МТС-ао;D;20181004;000000;276,95;278,45;274,45;276,5;2315750;0
МТС-ао;D;20181005;000000;276;277,2;272,5;275,1;2008500;0
МТС-ао;D;20181008;000000;274,15;274,8;269,85;269,9;1255130;0
МТС-ао;D;20181009;000000;270,45;271,6;264;264;1847730;0
МТС-ао;D;20181010;000000;264;265,55;261,5;263,5;1364340;0
МТС-ао;D;20181011;000000;261;264,35;259;262,4;2047290;0
МТС-ао;D;20181012;000000;262,9;267;261,8;266,5;1264990;0
МТС-ао;D;20181015;000000;266;270,5;263,15;269,65;1335330;0
МТС-ао;D;20181016;000000;270,65;274;265,55;272,4;1624000;0
МТС-ао;D;20181017;000000;272,5;273,8;270,25;271,05;880190;0
МТС-ао;D;20181018;000000;271;274,4;267,25;269;1251220;0
МТС-ао;D;20181019;000000;268,8;273,55;268,45;270,4;1273810;0
МТС-ао;D;20181022;000000;270,5;272,1;263;264,6;1022690;0
МТС-ао;D;20181023;000000;263,85;264,55;258,55;262,2;1561680;0
МТС-ао;D;20181024;000000;262,75;267,4;262;262,15;1179390;0
МТС-ао;D;20181025;000000;262,05;262,95;257,55;261,5;1598220;0
МТС-ао;D;20181026;000000;258,5;260,15;255,1;258,3;992790;0
МТС-ао;D;20181029;000000;257,5;259,55;255,55;258,9;747960;0
МТС-ао;D;20181030;000000;258,8;258,95;255,55;257;784450;0
МТС-ао;D;20181031;000000;257,7;260,45;256,5;257,6;1183170;0
МТС-ао;D;20181101;000000;257;258,45;253,45;258,25;2345790;0
МТС-ао;D;20181102;000000;258,45;265,25;257,7;262,2;2118410;0
МТС-ао;D;20181106;000000;265,05;267,5;263,65;264;2415940;0
МТС-ао;D;20181107;000000;264,05;270,95;262,05;270,95;1666820;0
МТС-ао;D;20181108;000000;273;275,7;268,45;273,6;2459940;0
МТС-ао;D;20181109;000000;272,5;272,9;265,85;269,3;1211900;0
МТС-ао;D;20181112;000000;269,45;271;264,5;265,95;641420;0
МТС-ао;D;20181113;000000;264,9;269,5;264,9;268,3;979280;0
МТС-ао;D;20181114;000000;268,45;269,45;265,1;269,3;779790;0
МТС-ао;D;20181115;000000;269,5;274,55;267;271,5;1523670;0
МТС-ао;D;20181116;000000;271,55;272,35;266,55;267;1031900;0
МТС-ао;D;20181119;000000;267;270;263,6;266,3;1193380;0
МТС-ао;D;20181120;000000;265,95;265,95;248,4;253;6752010;0
МТС-ао;D;20181121;000000;251,75;257,4;250;252,4;2913730;0
МТС-ао;D;20181122;000000;253;255;252,3;253,95;804710;0
МТС-ао;D;20181123;000000;253,6;253,7;248,1;248,9;1684650;0
МТС-ао;D;20181126;000000;248,9;251,8;245,05;247,5;2272480;0
МТС-ао;D;20181127;000000;248,5;250,85;247,1;249;1123170;0
МТС-ао;D;20181128;000000;248,7;250,85;247,25;248,7;1064770;0
МТС-ао;D;20181129;000000;249,45;254,3;248,2;252,7;2145350;0
МТС-ао;D;20181130;000000;250,35;253,75;247,35;247,55;2534260;0
МТС-ао;D;20181203;000000;249,5;252,9;247,8;248,7;1641510;0
МТС-ао;D;20181204;000000;248,9;249,8;248;248,2;910490;0
МТС-ао;D;20181205;000000;248,1;249;245,4;248,2;996460;0
МТС-ао;D;20181206;000000;247,85;248,05;242;242,3;2675520;0
МТС-ао;D;20181207;000000;242,5;244,3;234,25;237;4458240;0
МТС-ао;D;20181210;000000;237;238,2;229,5;229,5;3131510;0
МТС-ао;D;20181211;000000;229,45;231,7;223,55;224;4413910;0
МТС-ао;D;20181212;000000;224,65;233,85;222,4;232,25;5669450;0
МТС-ао;D;20181213;000000;233,8;236,4;228,75;232,6;4195470;0
МТС-ао;D;20181214;000000;233,6;235,65;229,1;235;2196150;0
МТС-ао;D;20181217;000000;233,1;235,4;231,75;235;1364080;0
МТС-ао;D;20181218;000000;232,7;238,75;230,6;237,7;1780640;0
МТС-ао;D;20181219;000000;235,9;240,95;234,2;240,1;2928190;0
МТС-ао;D;20181220;000000;238,35;244,2;237,15;243,5;3346190;0
МТС-ао;D;20181221;000000;242,6;244,75;239,75;244,75;2427150;0
МТС-ао;D;20181224;000000;244,25;244,3;233,5;235,45;2856640;0
МТС-ао;D;20181225;000000;232,95;233,3;226,4;232,5;1196180;0
МТС-ао;D;20181226;000000;232,65;235,35;231,8;234;929860;0
МТС-ао;D;20181227;000000;236,45;237;231,85;233,35;1722340;0
МТС-ао;D;20181228;000000;233,35;237,85;233,3;236,9;823230;0
МТС-ао;D;20181229;000000;237;238,75;235,5;238;315500;0
МТС-ао;D;20190103;000000;240,9;241,5;237;240,5;940320;0
МТС-ао;D;20190104;000000;240,4;248,6;239,55;248,6;2069380;0
МТС-ао;D;20190108;000000;248,6;253;247,7;250,05;1937790;0
МТС-ао;D;20190109;000000;252,5;253,35;249,1;252;2336770;0
МТС-ао;D;20190110;000000;251,15;256;249,15;256;2315780;0
МТС-ао;D;20190111;000000;254,8;255,4;251,8;252,8;1324790;0
МТС-ао;D;20190114;000000;251,6;253,65;251,05;252,35;1148320;0
МТС-ао;D;20190115;000000;252,55;254,75;251,55;252,45;1007210;0
МТС-ао;D;20190116;000000;252,5;255,2;251,5;254,75;1388420;0
МТС-ао;D;20190117;000000;255,5;256,3;253,95;255,25;2776470;0
МТС-ао;D;20190118;000000;256,3;257,9;255,15;257,5;1472150;0
МТС-ао;D;20190121;000000;257,95;260;256,75;260;671570;0
МТС-ао;D;20190122;000000;259;259,5;244,7;258,55;1765550;0
МТС-ао;D;20190123;000000;258,5;264,6;257,7;264,45;1540040;0
МТС-ао;D;20190124;000000;263,8;266,3;262,2;263,5;1926170;0
МТС-ао;D;20190125;000000;264,75;264,75;260,05;261;1688500;0
МТС-ао;D;20190128;000000;261;262,5;255,45;257,8;1764470;0
МТС-ао;D;20190129;000000;257,7;261,85;256,35;259,55;987820;0
МТС-ао;D;20190130;000000;260,2;262,3;258,45;261,1;724660;0
МТС-ао;D;20190131;000000;262;263,7;260;260,75;1606280;0
МТС-ао;D;20190201;000000;260,65;265;260,65;261,55;1604450;0
МТС-ао;D;20190204;000000;263,1;264,7;261,8;263,25;776310;0
МТС-ао;D;20190205;000000;263,95;267;262,65;264,95;1006910;0
МТС-ао;D;20190206;000000;265,1;265,95;261,9;263,15;1101740;0
МТС-ао;D;20190207;000000;262,8;262,95;259,65;261,8;1476940;0
МТС-ао;D;20190208;000000;260,2;262,85;247,5;255;5293420;0
МТС-ао;D;20190211;000000;252;253,35;249;251,55;3920570;0
МТС-ао;D;20190212;000000;252;258,25;251,35;255,35;2755980;0
МТС-ао;D;20190213;000000;255,35;256,75;251,2;254,1;2570520;0
МТС-ао;D;20190214;000000;252,4;257,4;251,7;257,2;1968830;0
МТС-ао;D;20190215;000000;257,25;262,8;255,65;260,45;2491180;0
МТС-ао;D;20190218;000000;260,45;261;253,05;253,9;2402590;0
МТС-ао;D;20190219;000000;253,75;255,45;250,5;250,6;1487150;0
МТС-ао;D;20190220;000000;251,95;254,6;250,2;251;1885870;0
МТС-ао;D;20190221;000000;251,4;252,8;245,85;249;2603320;0
МТС-ао;D;20190222;000000;249,5;251,45;247,3;249,05;1339070;0
МТС-ао;D;20190225;000000;250,5;251,7;249,3;250,9;932060;0
МТС-ао;D;20190226;000000;250,65;253,35;248,75;252,5;1629750;0
МТС-ао;D;20190227;000000;252,8;253,3;250,75;252,4;1308480;0
МТС-ао;D;20190228;000000;252,3;253,8;250,6;253;1570860;0
МТС-ао;D;20190301;000000;253,6;255,4;252,45;252,6;1720540;0
МТС-ао;D;20190304;000000;253,3;256,15;252,75;255,95;1231430;0
МТС-ао;D;20190305;000000;254,85;256,65;253,8;256,15;707670;0
МТС-ао;D;20190306;000000;256,65;258,8;256,1;257,5;1055970;0
МТС-ао;D;20190307;000000;250,8;256;250,5;254,9;2319690;0
МТС-ао;D;20190311;000000;254,15;256,9;252,6;256,6;1151850;0
МТС-ао;D;20190312;000000;257,5;258,85;256,25;258;1249960;0
МТС-ао;D;20190313;000000;258,2;260,4;257,1;260,25;1357300;0
МТС-ао;D;20190314;000000;260,45;261,65;257,15;259,3;1731830;0
МТС-ао;D;20190315;000000;260,3;261,6;259,65;260;3015530;0
МТС-ао;D;20190318;000000;261,4;264,4;258,6;263,75;2139200;0
МТС-ао;D;20190319;000000;262,15;266,5;260,35;261,95;2048410;0
МТС-ао;D;20190320;000000;260,5;264,6;257,25;258;2275810;0
МТС-ао;D;20190321;000000;259;272,1;256,65;268;7420950;0
МТС-ао;D;20190322;000000;268,2;269,25;264,2;265;3305120;0
МТС-ао;D;20190325;000000;262,95;266,7;260,7;262;2487670;0
МТС-ао;D;20190326;000000;262;265,95;261,15;263,45;2363000;0
МТС-ао;D;20190327;000000;263,5;264,2;257,05;257,75;2852350;0
МТС-ао;D;20190328;000000;257,8;258,85;255,1;255,95;3494040;0
МТС-ао;D;20190329;000000;255,65;257,3;251,5;252,45;3969850;0
МТС-ао;D;20190401;000000;253,95;254,85;252,15;254;3149120;0
МТС-ао;D;20190402;000000;255;258,8;254,8;258;2839200;0
МТС-ао;D;20190403;000000;258;260,95;257,5;258,4;2253770;0
МТС-ао;D;20190404;000000;259,1;262,55;258,55;262,2;1819600;0
МТС-ао;D;20190405;000000;263;265,25;262,1;264,3;1634590;0
МТС-ао;D;20190408;000000;265;265;260;260,85;1643470;0
МТС-ао;D;20190409;000000;262;263,8;260,9;261,5;1664200;0
МТС-ао;D;20190410;000000;261;262;258,25;259,4;2342610;0
МТС-ао;D;20190411;000000;259,05;262,95;258,8;260,5;1846720;0
МТС-ао;D;20190412;000000;261,95;263,9;258,7;259,05;2545450;0
МТС-ао;D;20190415;000000;260,55;263,25;259,3;260,2;1858610;0
МТС-ао;D;20190416;000000;261,05;262,05;255,8;257,45;3204480;0
МТС-ао;D;20190417;000000;258,35;259,6;256,85;258,05;2348160;0
МТС-ао;D;20190418;000000;258,05;259,8;256,5;259;2095730;0
МТС-ао;D;20190419;000000;259,5;260,25;258,85;259,85;645980;0
МТС-ао;D;20190422;000000;260,05;261,9;259,3;261,25;1425510;0
МТС-ао;D;20190423;000000;260,7;261,65;259,5;260;1499050;0
МТС-ао;D;20190424;000000;260;261;258,3;258,8;2419330;0
МТС-ао;D;20190425;000000;257,1;259,5;254,1;255,35;3131620;0
МТС-ао;D;20190426;000000;255,2;257,4;254,5;257;1102920;0
МТС-ао;D;20190429;000000;257,8;258,5;255,15;255,3;1113130;0
МТС-ао;D;20190430;000000;255;256,3;254,35;254,9;1144670;0
МТС-ао;D;20190502;000000;255;262,5;255;261,75;2151010;0
МТС-ао;D;20190503;000000;261,4;263,35;261,2;262,9;2295990;0
МТС-ао;D;20190506;000000;261,8;262,25;259,8;261,35;838080;0
МТС-ао;D;20190507;000000;261,65;263,35;258,5;258,6;1262630;0
МТС-ао;D;20190508;000000;259,2;260,8;257;260,25;1460340;0
МТС-ао;D;20190510;000000;258,85;259,7;254,5;255,4;1697020;0
МТС-ао;D;20190513;000000;255,5;257,85;254,25;255,55;1279780;0
МТС-ао;D;20190514;000000;255,5;257,3;253,7;255,45;1477730;0
МТС-ао;D;20190515;000000;255,6;256,3;253,2;255,1;1559960;0
МТС-ао;D;20190516;000000;255,1;256,5;253,85;254,5;1656930;0
МТС-ао;D;20190517;000000;254,15;254,15;251,2;253,25;2441500;0
МТС-ао;D;20190520;000000;253,2;254,9;251,3;253,15;1707800;0
МТС-ао;D;20190521;000000;253,25;254,2;251,75;252,65;1597980;0
МТС-ао;D;20190522;000000;252,7;254,5;251,9;253,8;1927490;0
МТС-ао;D;20190523;000000;254;258,95;253,4;258,65;3920780;0
МТС-ао;D;20190524;000000;260;261,95;256,2;256,7;3030730;0
МТС-ао;D;20190527;000000;257,45;258,4;256,4;258,2;605060;0
МТС-ао;D;20190528;000000;257,5;259,35;255,05;255,05;1811450;0
МТС-ао;D;20190529;000000;254,75;257,55;253,5;256,9;2427640;0
МТС-ао;D;20190530;000000;256,9;258,3;255,75;258,25;1269500;0
МТС-ао;D;20190531;000000;256,35;257,85;254,55;255,8;993770;0
МТС-ао;D;20190603;000000;256,6;258,8;254,45;258,8;2007420;0
МТС-ао;D;20190604;000000;258,7;261,35;258,15;259,65;2781600;0
МТС-ао;D;20190605;000000;259,9;261,35;258,2;259,2;1453430;0
МТС-ао;D;20190606;000000;260;263,2;259,8;262,95;2371540;0
МТС-ао;D;20190607;000000;262,5;264;261,8;263,15;1858200;0
МТС-ао;D;20190610;000000;264;265,35;262,15;264,75;1742490;0
МТС-ао;D;20190611;000000;264,75;272,7;264,1;269,95;4095520;0
МТС-ао;D;20190613;000000;269,4;271,85;268,15;269,55;1992850;0
МТС-ао;D;20190614;000000;269,8;271,7;269;270,1;1142140;0
МТС-ао;D;20190617;000000;270,15;274;269,05;269,85;2574190;0
МТС-ао;D;20190618;000000;270,5;274,4;268,75;274,2;2281410;0
МТС-ао;D;20190619;000000;274,3;277,85;273,75;276;2690250;0
МТС-ао;D;20190620;000000;277;279,85;276,7;278;4918880;0
МТС-ао;D;20190621;000000;277,8;278,3;274,15;277,85;4261050;0
МТС-ао;D;20190624;000000;278,65;279,95;277,8;279,6;1409270;0
МТС-ао;D;20190625;000000;280;281,5;278,05;280,4;1917630;0
МТС-ао;D;20190626;000000;281;287,05;279,9;287,05;2643800;0
МТС-ао;D;20190627;000000;286,95;287,75;284,5;284,95;1651590;0
МТС-ао;D;20190628;000000;285,35;288,8;284,35;284,9;2041480;0
МТС-ао;D;20190701;000000;286;289,7;284,8;286,45;2379460;0
МТС-ао;D;20190702;000000;286,5;288,35;280,5;281,4;2847750;0
МТС-ао;D;20190703;000000;280,95;285,2;280,95;282,95;2308990;0
МТС-ао;D;20190704;000000;283,8;285;281,85;282,85;1931580;0
МТС-ао;D;20190705;000000;282,95;285,5;282,15;284,95;3606380;0
МТС-ао;D;20190708;000000;267,7;270,3;267,05;268,6;3642990;0
МТС-ао;D;20190709;000000;268,9;271,9;267,25;270,95;2602100;0
МТС-ао;D;20190710;000000;271,15;271,8;267,85;269;2823430;0
МТС-ао;D;20190711;000000;269,35;270,5;266,5;266,9;1956150;0
МТС-ао;D;20190712;000000;266,9;268,9;265;268,55;1615880;0
МТС-ао;D;20190715;000000;268,6;269,95;266,4;268,3;1630310;0
МТС-ао;D;20190716;000000;268,3;268,7;266,55;266,8;1753940;0
МТС-ао;D;20190717;000000;265,5;268,25;264;264,1;1506870;0
МТС-ао;D;20190718;000000;264;265,45;261,05;261,8;1543660;0
МТС-ао;D;20190719;000000;262,5;265,55;261,3;262,4;1107440;0
МТС-ао;D;20190722;000000;263,2;264,1;261;262,7;1205360;0
МТС-ао;D;20190723;000000;262,95;265,45;262;265,45;1187100;0
МТС-ао;D;20190724;000000;264,55;267,05;264;265,5;1082660;0
МТС-ао;D;20190725;000000;265,5;267,85;262,6;265,1;1770830;0
МТС-ао;D;20190726;000000;265,5;266;262,85;266;1291410;0
МТС-ао;D;20190729;000000;265,6;267,9;264,3;264,8;1798010;0
МТС-ао;D;20190730;000000;265,05;269,5;264,35;267,2;2391370;0
МТС-ао;D;20190731;000000;267;268,45;264,7;265;2396880;0
МТС-ао;D;20190801;000000;263,9;265,75;262,9;263,85;2181510;0
МТС-ао;D;20190802;000000;261,55;265,45;260,2;261,75;3463450;0
МТС-ао;D;20190805;000000;261,05;262,7;257;257,8;3077550;0
МТС-ао;D;20190806;000000;258;261,75;257,95;260;2607170;0
МТС-ао;D;20190807;000000;260,75;260,75;258,3;259,35;2088890;0
МТС-ао;D;20190808;000000;260,1;262,3;258,95;260;1884980;0
МТС-ао;D;20190809;000000;260;260,4;258,4;258,75;1244590;0
МТС-ао;D;20190812;000000;259,3;260,8;258,3;259,3;1222260;0
МТС-ао;D;20190813;000000;258,9;260,35;257,7;258,25;1973340;0
МТС-ао;D;20190814;000000;259,2;259,2;255,65;257,5;2226380;0
МТС-ао;D;20190815;000000;257,55;258,6;255,3;256,5;2170720;0
МТС-ао;D;20190816;000000;256,05;256,8;252;254;4419400;0
МТС-ао;D;20190819;000000;255,1;257,15;253,8;256,05;2704350;0
МТС-ао;D;20190820;000000;256,45;258,45;252,1;255,25;3877630;0
МТС-ао;D;20190821;000000;255,25;256,5;254,2;256,25;1444920;0
МТС-ао;D;20190822;000000;256;257,5;253,95;256,85;1963870;0
МТС-ао;D;20190823;000000;257;257,8;255,05;256,35;1374270;0
МТС-ао;D;20190826;000000;255,3;262,5;254,7;262;3641650;0
МТС-ао;D;20190827;000000;262,5;267,4;260,85;261,05;4457940;0
МТС-ао;D;20190828;000000;262,15;265,3;261,3;265,3;1826370;0
МТС-ао;D;20190829;000000;264,3;266,5;263,65;264,6;2015490;0
МТС-ао;D;20190830;000000;265;267,1;264,55;266,35;2184480;0
МТС-ао;D;20190902;000000;266,75;268,55;264,75;266,7;1587580;0
МТС-ао;D;20190903;000000;266,55;267,2;265,1;266,2;1733930;0
МТС-ао;D;20190904;000000;267,45;273,45;267,1;273,4;3567860;0
МТС-ао;D;20190905;000000;272,75;276,6;272,75;275,1;2763330;0
МТС-ао;D;20190906;000000;275;275,25;271,5;272,3;2016100;0
МТС-ао;D;20190909;000000;272,3;274,3;270,2;272,55;1288540;0
МТС-ао;D;20190910;000000;272;272,55;267,6;269;2192320;0
МТС-ао;D;20190911;000000;268,95;272,9;267,65;270,4;2355630;0
МТС-ао;D;20190912;000000;270,4;271,45;267;267,4;2447350;0
МТС-ао;D;20190913;000000;266,8;270,1;266,45;267,95;2155580;0
МТС-ао;D;20190916;000000;269,25;269,9;265,65;269,3;2461160;0
МТС-ао;D;20190917;000000;269,5;270,75;267,8;269,85;2333370;0
МТС-ао;D;20190918;000000;270;272,3;269,5;271;1780020;0
МТС-ао;D;20190919;000000;271,8;273,05;269,35;270,3;2366110;0
МТС-ао;D;20190920;000000;270,2;273,05;268,35;273,05;2805230;0
МТС-ао;D;20190923;000000;272,35;272,35;268,35;269,5;2592860;0
МТС-ао;D;20190924;000000;269,5;270,5;265,8;266,15;2743320;0
МТС-ао;D;20190925;000000;265,95;267,7;262,9;264,7;2962140;0
МТС-ао;D;20190926;000000;266;267;265,3;266;1190590;0
МТС-ао;D;20190927;000000;266;266,95;264,45;266,7;1749460;0
МТС-ао;D;20190930;000000;267;268,8;264,55;265;2012080;0
МТС-ао;D;20191001;000000;265,25;266,8;263,4;264,45;2318000;0
МТС-ао;D;20191002;000000;264,95;265,2;262,1;262,35;3110690;0
МТС-ао;D;20191003;000000;262;263,25;260,8;262,65;2422170;0
МТС-ао;D;20191004;000000;263,2;264;261,75;263,4;1210290;0
МТС-ао;D;20191007;000000;264,2;266,1;262,55;265,7;2107190;0
МТС-ао;D;20191008;000000;265,1;265,45;260,55;260,9;3657250;0
МТС-ао;D;20191009;000000;261;270,85;261;268,65;12473530;0
МТС-ао;D;20191010;000000;269,7;272,75;268,65;272,75;5282860;0
МТС-ао;D;20191011;000000;265,3;268,6;265,1;268;3151290;0
МТС-ао;D;20191014;000000;268;268,75;265;265,5;1754460;0
МТС-ао;D;20191015;000000;265,1;268,3;263,45;267,5;1704430;0
МТС-ао;D;20191016;000000;267;268,25;267;267,75;933660;0
МТС-ао;D;20191017;000000;266,5;267,8;264,15;265,35;3061070;0
МТС-ао;D;20191018;000000;265,55;269,5;264,9;269,1;3409690;0
МТС-ао;D;20191021;000000;269,5;269,5;266;267;2857050;0
МТС-ао;D;20191022;000000;267,5;271,25;266,65;270,3;2580380;0
МТС-ао;D;20191023;000000;269,9;271,15;267,75;270,95;1954840;0
МТС-ао;D;20191024;000000;271,15;281,35;270,35;275,25;6765830;0
МТС-ао;D;20191025;000000;276,9;280;273,3;278,65;5644460;0
МТС-ао;D;20191028;000000;278,65;286,6;277,9;285,7;4917760;0
МТС-ао;D;20191029;000000;286,35;287,3;283,25;287,3;2478320;0
МТС-ао;D;20191030;000000;286,5;288,9;284,9;287,75;4474100;0
МТС-ао;D;20191031;000000;289;289,25;283,6;285;2235100;0
МТС-ао;D;20191101;000000;285;287,85;284,9;286,3;1872860;0
МТС-ао;D;20191105;000000;287;290,6;286,8;289,75;2265470;0
МТС-ао;D;20191106;000000;289,45;291,9;287,75;291,8;1931170;0
МТС-ао;D;20191107;000000;292,9;299,8;291,8;299,6;4289560;0
МТС-ао;D;20191108;000000;299;303,3;297;300,3;3132140;0
МТС-ао;D;20191111;000000;299,55;299,55;295,85;297,8;1476700;0
МТС-ао;D;20191112;000000;299;303,95;298,5;299,5;2497710;0
МТС-ао;D;20191113;000000;298,65;300,2;296,5;298,6;1543670;0
МТС-ао;D;20191114;000000;299;301;297,3;297,3;1108190;0
МТС-ао;D;20191115;000000;298,5;301,25;297,35;300,2;1302800;0
МТС-ао;D;20191118;000000;300,65;302;295,2;297,45;1570030;0
МТС-ао;D;20191119;000000;297,5;306;297,5;305,5;2760530;0
МТС-ао;D;20191120;000000;304,7;308,7;303,9;306,1;2894290;0
МТС-ао;D;20191121;000000;306,45;306,45;304;306;1567940;0
МТС-ао;D;20191122;000000;307;308,6;304,95;305,15;1319870;0
МТС-ао;D;20191125;000000;313,5;318,55;308;308,5;6925170;0
МТС-ао;D;20191126;000000;309,1;310,4;304,5;304,5;4939360;0
МТС-ао;D;20191127;000000;305,3;308,45;304;306,35;3515790;0
МТС-ао;D;20191128;000000;306,3;306,7;304;306,7;1093390;0
МТС-ао;D;20191129;000000;305,95;306,25;303,7;304,5;1466640;0
МТС-ао;D;20191202;000000;304,5;307,55;304,45;305,85;1513400;0
МТС-ао;D;20191203;000000;306;306,15;299,6;303,1;2608740;0
МТС-ао;D;20191204;000000;302,85;305,55;300,4;303,6;1451170;0
МТС-ао;D;20191205;000000;302,25;305,7;301,25;304,1;2934570;0
МТС-ао;D;20191206;000000;304;304;300,8;300,8;2494740;0
МТС-ао;D;20191209;000000;300,8;305;300,4;302,5;2237910;0
МТС-ао;D;20191210;000000;303,1;304,3;301,25;302,4;1549130;0
МТС-ао;D;20191211;000000;302,6;305,85;302,4;305,2;1219260;0
МТС-ао;D;20191212;000000;306,2;308,95;305;305,1;3188020;0
МТС-ао;D;20191213;000000;305,95;306,6;303,05;304,4;2864810;0
МТС-ао;D;20191216;000000;305,2;309,7;304,7;306,85;2317300;0
МТС-ао;D;20191217;000000;307,05;311,2;307;311,2;2546900;0
МТС-ао;D;20191218;000000;310,8;316,45;310;313,85;2780260;0
МТС-ао;D;20191219;000000;313,6;316,5;310,7;312,3;3871980;0
МТС-ао;D;20191220;000000;312,95;313,7;310,3;313,7;1920730;0
МТС-ао;D;20191223;000000;313,6;317,4;313,25;314,05;2225730;0
МТС-ао;D;20191224;000000;313,25;315,9;312,5;314;1624920;0
МТС-ао;D;20191225;000000;314,45;318,7;314;318,05;1818420;0
МТС-ао;D;20191226;000000;318,4;320,45;317,8;319,7;1746490;0
МТС-ао;D;20191227;000000;319,5;323,75;319,45;320;2134450;0
МТС-ао;D;20191230;000000;320,95;323,65;319,05;319,95;2957930;0
МТС-ао;D;20200103;000000;321;322,85;320,65;322,1;2600480;0
МТС-ао;D;20200106;000000;322,7;323,45;321,3;323,45;1227790;0
МТС-ао;D;20200108;000000;323,45;328,5;321,7;328,15;3801350;0
МТС-ао;D;20200109;000000;318,4;324,4;315,65;324,3;3722390;0
МТС-ао;D;20200110;000000;324,15;324,15;319,25;319,4;3723770;0
МТС-ао;D;20200113;000000;319,4;320,5;316,65;319,45;2979930;0
МТС-ао;D;20200114;000000;319,65;321,4;317,2;317,3;2687460;0
МТС-ао;D;20200115;000000;317;319,55;315,4;318,65;2195450;0
МТС-ао;D;20200116;000000;318,65;319,8;317;319,8;1833270;0
МТС-ао;D;20200117;000000;319,95;322;317,75;321,15;2620480;0
МТС-ао;D;20200120;000000;322,15;327,2;321,95;327,2;2756260;0
МТС-ао;D;20200121;000000;326;330,5;323,6;328,7;3298990;0
МТС-ао;D;20200122;000000;329,6;334,15;329;333,8;4032200;0
МТС-ао;D;20200123;000000;332;334,9;326,05;329,95;2354220;0
МТС-ао;D;20200124;000000;330,5;336,45;330,5;336,45;2211060;0
МТС-ао;D;20200127;000000;335,5;336;325,1;326,75;4067820;0
МТС-ао;D;20200128;000000;327;331,7;325,65;327,25;2390990;0
МТС-ао;D;20200129;000000;327,5;328,75;326,25;328,5;1560240;0
МТС-ао;D;20200130;000000;328;332,5;324,6;330,5;2728670;0
МТС-ао;D;20200131;000000;331,1;333,5;326;326,4;2964730;0
МТС-ао;D;20200203;000000;325,45;332,2;324,7;331,95;2926080;0
МТС-ао;D;20200204;000000;331,9;336,1;330,55;332,95;2608760;0
МТС-ао;D;20200205;000000;333,3;335,5;330,1;331,4;4783830;0
МТС-ао;D;20200206;000000;333,1;334,5;329,45;331;2623300;0
МТС-ао;D;20200207;000000;332,15;334,15;327,55;331;4202980;0
МТС-ао;D;20200210;000000;331;332,8;326,85;330,7;3031340;0
МТС-ао;D;20200211;000000;330;334,15;329,6;332,7;2870580;0
МТС-ао;D;20200212;000000;333;340,45;331,05;339;3604850;0
МТС-ао;D;20200213;000000;339,65;340,15;336,65;337,8;2674090;0
МТС-ао;D;20200214;000000;338,1;341;338;340,55;2458000;0
МТС-ао;D;20200217;000000;340,4;342,6;339,3;341;967070;0
МТС-ао;D;20200218;000000;340,7;342,3;337,3;341,4;1876110;0
МТС-ао;D;20200219;000000;341,5;348,9;341,1;348,1;3007420;0
МТС-ао;D;20200220;000000;349,4;352,45;346,95;347,5;2815220;0
МТС-ао;D;20200221;000000;347,45;353,05;344,25;348;2807220;0
МТС-ао;D;20200225;000000;345,45;348;337,5;337,5;4358160;0
МТС-ао;D;20200226;000000;337;342,7;330,4;339;4446780;0
МТС-ао;D;20200227;000000;336,6;338,8;326;329;4367030;0
МТС-ао;D;20200228;000000;321;333,3;307,25;320,5;7711250;0
МТС-ао;D;20200302;000000;330;332,65;314,1;327,2;6656020;0
МТС-ао;D;20200303;000000;333,4;335,4;325,05;328,25;6598960;0
МТС-ао;D;20200304;000000;325,1;328,85;319,25;328,75;3773780;0
МТС-ао;D;20200305;000000;331,55;331,55;324,5;329,55;3281090;0
МТС-ао;D;20200306;000000;326,5;328,05;311,8;318,8;7514710;0
МТС-ао;D;20200310;000000;300;321,35;293;294,8;12715460;0
МТС-ао;D;20200311;000000;299,5;301,2;283,1;293,3;7913610;0
МТС-ао;D;20200312;000000;287,1;299,9;271,7;272,95;12340640;0
МТС-ао;D;20200313;000000;275,75;293,55;266;269;13747560;0
МТС-ао;D;20200316;000000;270,75;272,9;255;267,1;7378810;0
